Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,AAAAAAAAAAAAAAAAAAAAAAAA,TAAAAAAAAAAAAAAAAAAAAAAA,AAAAAAAAAAAAAAAAAAAAAAAT,TAAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
99,1,50,735,0,0,735,957,935,24205,31000,15500,230,0,0,0,99,0,52,30,0,2655.56,0.0736443,0,0,0,735,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4,51,767,0,0,767,947,962,24267,33600,16800,251,0,0,0,84,0,59,23,0,2593.56,0.0711552,0,0,0,767,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2,50,685,0,0,685,950,979,24300,32600,16300,224,0,0,0,91,0,65,26,0,2560.56,0.0830218,0,0,0,685,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,51,710,0,0,710,940,956,24276,34600,17300,235,0,0,0,78,0,61,27,0,2608.93,0.077546,0,0,0,710,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,50,743,0,0,743,931,977,24294,37200,18600,265,0,0,0,99,0,69,22,0,2590.93,0.0856633,0,0,0,743,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,51,759,0,0,759,949,1000,24304,38600,19300,258,0,0,0,87,0,64,31,0,2580.93,0.0771894,0,0,0,759,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,50,696,0,0,696,980,977,24219,32800,16400,235,0,0,0,100,0,66,23,0,2665.93,0.0785449,0,0,0,696,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3,51,696,0,0,696,943,941,24224,34600,17300,234,0,0,0,84,0,67,31,0,2684.43,0.0754027,0,0,0,696,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,50,744,0,0,744,950,980,24143,36200,18100,258,0,0,0,100,0,70,29,0,2765.43,0.0696488,0,0,0,744,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4,51,763,0,0,763,948,1017,24323,39800,19900,261,0,0,0,87,0,55,29,0,2585.43,0.0668636,0,0,0,763,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2,50,707,0,0,707,964,977,24334,33000,16500,249,0,0,0,99,0,66,21,0,2574.43,0.0812785,0,0,0,707,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0
102,3,51,693,0,0,693,949,959,24288,34400,17200,236,0,0,0,90,0,68,25,0,2643.07,0.0775846,0,0,0,693,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,50,739,0,0,739,945,999,24281,31400,15700,240,0,0,0,74,0,58,21,0,2650.07,0.076393,0,0,0,739,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4,51,776,0,0,776,945,991,24224,36400,18200,251,0,0,0,115,0,74,27,0,2707.07,0.0649605,0,0,0,776,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2,50,696,0,0,696,970,967,24186,31600,15800,230,0,0,0,89,0,78,23,0,2745.07,0.078013,0,0,0,696,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3,51,704,0,0,704,942,987,24326,34600,17300,239,0,0,0,85,0,53,21,0,2626.9,0.0768336,0,0,0,704,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,50,736,0,0,736,957,981,24203,38000,19000,250,0,0,0,83,0,64,22,0,2749.9,0.0843973,0,0,0,736,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
103,4,51,772,0,0,772,934,994,24358,36000,18000,274,0,0,0,105,0,86,23,0,2594.9,0.0743702,0,0,0,772,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2,50,698,0,0,698,971,957,24437,30000,15000,218,0,0,0,91,0,68,21,0,2515.9,0.0868694,0,0,0,698,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
104,3,51,691,0,0,691,946,1034,24413,31800,15900,225,0,0,0,82,0,71,24,0,2560.95,0.0759221,0,0,0,691,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,50,735,0,0,735,983,965,24315,36400,18200,256,0,0,0,105,0,83,23,0,2658.95,0.0723659,0,0,0,735,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4,51,777,0,0,777,954,951,24427,34000,17000,252,0,0,0,94,0,71,18,0,2546.95,0.0720807,0,0,0,777,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2,50,725,0,0,725,979,935,24270,35000,17500,249,0,0,0,116,0,65,24,0,2703.95,0.0838635,0,0,0,725,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3,51,697,0,0,697,968,1015,24373,33000,16500,228,0,0,0,86,0,60,19,0,2621.23,0.080533,0,0,0,697,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,50,739,0,0,739,1003,968,24352,33400,16700,248,0,0,0,98,0,64,30,0,2642.23,0.0730481,0,0,0,739,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4,51,783,0,0,783,959,910,24360,35600,17800,245,0,0,0,100,0,74,20,0,2634.23,0.0749103,0,0,0,783,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,50,716,0,0,716,974,944,24331,32000,16000,251,0,0,0,99,0,76,33,0,2663.23,0.0772557,0,0,0,716,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3,51,733,0,0,733,984,981,24332,35200,17600,233,0,0,0,111,0,52,23,0,2681.79,0.0794313,0,0,0,733,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,50,725,0,0,725,1015,944,24309,33000,16500,238,0,0,0,91,0,78,27,0,2704.79,0.0791088,0,0,0,725,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0
106,4,51,779,0,0,779,951,935,24404,38600,19300,274,0,0,0,100,0,70,34,0,2609.79,0.0739953,0,0,0,779,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,50,712,0,0,712,971,933,24338,32200,16100,234,0,0,0,85,0,61,28,0,2675.79,0.0832261,0,0,0,712,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3,51,755,0,0,755,993,984,24449,34000,17000,263,0,0,0,119,0,76,20,0,2583.64,0.0761872,0,0,0,755,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,50,712,0,0,712,1011,960,24436,35400,17700,256,0,0,0,89,0,76,26,0,2596.64,0.0819633,0,0,0,712,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
107,4,51,770,0,0,770,947,960,24405,37800,18900,254,0,0,0,97,0,80,27,0,2627.64,0.0676111,0,0,0,770,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2,50,693,0,0,693,949,939,24472,35200,17600,246,0,0,0,79,0,71,27,0,2560.64,0.083099,0,0,0,693,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3,51,765,0,0,765,972,1001,24445,33800,16900,264,0,0,0,98,0,66,22,0,2605.81,0.0759894,0,0,0,765,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,50,695,0,0,695,1010,933,24435,32000,16000,220,0,0,0,95,0,82,30,0,2615.81,0.0733514,0,0,0,695,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0
108,4,51,752,0,0,752,939,1005,24456,38000,19000,263,0,0,0,77,0,68,27,0,2594.81,0.0695143,0,0,0,752,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2,50,690,0,0,690,937,927,24465,34000,17000,223,0,0,0,95,0,68,30,0,2585.81,0.0727454,0,0,0,690,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3,51,737,0,0,737,960,976,24518,33400,16700,241,0,0,0,84,0,82,30,0,2550.32,0.0770949,0,0,0,737,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,50,710,0,0,710,999,962,24384,32800,16400,238,0,0,0,103,0,58,30,0,2684.32,0.081744,0,0,0,710,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0
109,4,51,745,0,0,745,955,1016,24379,36400,18200,241,0,0,0,85,0,68,24,0,2689.32,0.0682844,0,0,0,745,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2,50,701,0,0,701,954,911,24509,33600,16800,248,0,0,0,90,0,60,19,0,2559.32,0.0760532,0,0,0,701,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3,51,740,0,0,740,968,1016,24435,39200,19600,260,0,0,0,81,0,53,25,0,2650.21,0.076357,0,0,0,740,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,50,693,0,0,693,995,988,24463,33600,16800,246,0,0,0,87,0,77,27,0,2622.21,0.0818392,0,0,0,693,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4,51,755,0,0,755,968,994,24441,36600,18300,252,0,0,0,104,0,70,24,0,2644.21,0.0738825,0,0,0,755,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2,50,696,0,0,696,950,950,24391,32600,16300,231,0,0,0,89,0,80,14,0,2694.21,0.0761704,0,0,0,696,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3,51,753,0,0,753,995,976,24501,38200,19100,245,0,0,0,100,0,62,25,0,2600.49,0.0676074,0,0,0,753,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,50,692,0,0,692,1016,983,24576,30800,15400,224,0,0,0,104,0,85,20,0,2525.49,0.0780419,0,0,0,692,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0
111,4,51,765,0,0,765,978,998,24483,37200,18600,270,0,0,0,102,0,66,26,0,2618.49,0.0722461,0,0,0,765,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2,50,700,0,0,700,977,977,24507,27400,13700,206,0,0,0,89,0,62,23,0,2594.49,0.0826444,0,0,0,700,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3,51,761,0,0,761,1003,968,24424,32400,16200,241,0,0,0,102,0,74,20,0,2693.18,0.0680756,0,0,0,761,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,50,691,0,0,691,1013,999,24476,31200,15600,239,0,0,0,89,0,61,29,0,2641.18,0.0819963,0,0,0,691,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0
112,4,51,760,0,0,760,968,1009,24580,33400,16700,242,0,0,0,86,0,69,22,0,2537.18,0.0703894,0,0,0,760,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,50,710,0,0,710,966,1022,24382,36000,18000,249,0,0,0,102,0,67,25,0,2735.18,0.0946893,0,0,0,710,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,51,750,0,0,750,971,981,24505,38000,19000,266,0,0,0,80,0,61,29,0,2627.3,0.0831227,0,0,0,750,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,50,700,0,0,700,1014,1015,24428,33000,16500,233,0,0,0,98,0,65,24,0,2704.3,0.0846531,0,0,0,700,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
113,4,51,747,0,0,747,958,1043,24464,36000,18000,239,0,0,0,87,0,85,15,0,2668.3,0.0759633,0,0,0,747,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2,50,701,0,0,701,954,1011,24500,35200,17600,252,0,0,0,91,0,76,25,0,2632.3,0.0759771,0,0,0,701,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3,51,754,0,0,754,986,953,24553,35600,17800,237,0,0,0,103,0,73,26,0,2593.88,0.0691395,0,0,0,754,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,50,729,0,0,729,1017,1005,24544,33000,16500,248,0,0,0,109,0,54,25,0,2602.88,0.0819485,0,0,0,729,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4,51,746,0,0,746,958,1029,24570,39200,19600,268,0,0,0,93,0,68,28,0,2576.88,0.0741195,0,0,0,746,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2,50,710,0,0,710,954,981,24501,29200,14600,221,0,0,0,94,0,63,21,0,2645.88,0.0747813,0,0,0,710,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0
115,3,51,768,0,0,768,976,925,24587,36000,18000,254,0,0,0,101,0,63,24,0,2573.94,0.0728618,0,0,0,768,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,50,712,0,0,712,1013,1015,24579,34000,17000,255,0,0,0,89,0,77,28,0,2581.94,0.0788752,0,0,0,712,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0
115,4,51,761,0,0,761,965,1009,24495,36400,18200,248,0,0,0,101,0,60,27,0,2665.94,0.0657368,0,0,0,761,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2,50,713,0,0,713,970,1005,24411,34400,17200,241,0,0,0,95,0,62,30,0,2749.94,0.0906124,0,0,0,713,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0
116,3,51,763,0,0,763,976,905,24563,38400,19200,270,0,0,0,101,0,77,29,0,2611.48,0.0714982,0,0,0,763,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,50,707,0,0,707,1021,1018,24487,32400,16200,230,0,0,0,93,0,68,30,0,2687.48,0.0759393,0,0,0,707,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
116,4,51,772,0,0,772,972,996,24531,36200,18100,261,0,0,0,98,0,66,21,0,2643.48,0.07324,0,0,0,772,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2,50,712,0,0,712,976,963,24670,34000,17000,243,0,0,0,111,0,80,32,0,2504.48,0.07994,0,0,0,712,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0
117,3,51,741,0,0,741,964,964,24474,34600,17300,251,0,0,0,90,0,74,38,0,2713.54,0.0680074,0,0,0,741,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,50,723,0,0,723,1023,981,24510,33600,16800,237,0,0,0,112,0,71,25,0,2677.54,0.082947,0,0,0,723,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4,51,773,0,0,773,973,991,24676,38200,19100,262,0,0,0,115,0,88,26,0,2511.54,0.0730244,0,0,0,773,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2,50,716,0,0,716,982,1014,24571,32600,16300,250,0,0,0,99,0,71,24,0,2616.54,0.0736613,0,0,0,716,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3,51,746,0,0,746,953,957,24561,35200,17600,247,0,0,0,103,0,67,31,0,2639.13,0.0784262,0,0,0,746,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,50,719,0,0,719,1024,983,24616,35400,17700,264,0,0,0,92,0,71,25,0,2584.13,0.0796888,0,0,0,719,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0
118,4,51,782,0,0,782,969,972,24527,34400,17200,257,0,0,0,98,0,70,19,0,2673.13,0.0657472,0,0,0,782,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2,50,734,0,0,734,976,998,24636,31400,15700,234,0,0,0,103,0,69,16,0,2564.13,0.0802621,0,0,0,734,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3,51,731,0,0,731,941,956,24655,39000,19500,273,0,0,0,86,0,79,22,0,2557.27,0.0749754,0,0,0,731,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,50,709,0,0,709,1038,989,24648,32000,16000,238,0,0,0,87,0,68,31,0,2564.27,0.0729982,0,0,0,709,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0
119,4,51,777,0,0,777,982,948,24584,36400,18200,253,0,0,0,92,0,70,27,0,2628.27,0.0777074,0,0,0,777,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2,50,725,0,0,725,996,1024,24545,33600,16800,253,0,0,0,93,0,83,17,0,2667.27,0.0816603,0,0,0,725,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3,51,721,0,0,721,926,992,24677,33400,16700,218,0,0,0,85,0,73,22,0,2546.97,0.065571,0,0,0,721,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,50,721,0,0,721,1049,982,24536,33600,16800,241,0,0,0,96,0,58,26,0,2687.97,0.0801334,0,0,0,721,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4,51,781,0,0,781,976,959,24582,37600,18800,259,0,0,0,104,0,75,25,0,2641.97,0.0722052,0,0,0,781,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2,50,729,0,0,729,988,1023,24694,34200,17100,241,0,0,0,90,0,64,22,0,2529.97,0.079383,0,0,0,729,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0
121,3,51,734,0,0,734,930,1000,24692,33600,16800,230,0,0,0,114,0,73,28,0,2543.24,0.0762565,0,0,0,734,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,50,702,0,0,702,1063,963,24741,37600,18800,253,0,0,0,81,0,78,22,0,2494.24,0.079999,0,0,0,702,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4,51,759,0,0,759,974,986,24444,38400,19200,277,0,0,0,83,0,76,29,0,2791.24,0.0702651,0,0,0,759,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2,50,761,0,0,761,1026,986,24487,34000,17000,239,0,0,0,104,0,56,16,0,2748.24,0.0739756,0,0,0,761,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0
122,3,51,719,0,0,719,926,1013,24622,37200,18600,279,0,0,0,85,0,75,24,0,2624.12,0.0756918,0,0,0,719,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,50,718,0,0,718,1048,961,24518,31400,15700,218,0,0,0,95,0,63,17,0,2728.12,0.0663363,0,0,0,718,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
122,4,51,767,0,0,767,964,1014,24529,34400,17200,229,0,0,0,104,0,78,18,0,2717.12,0.0726886,0,0,0,767,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2,50,748,0,0,748,1007,997,24572,34600,17300,243,0,0,0,105,0,95,23,0,2674.12,0.0808307,0,0,0,748,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3,51,733,0,0,733,936,1024,24619,33000,16500,234,0,0,0,81,0,49,18,0,2637.59,0.0705407,0,0,0,733,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,50,721,0,0,721,1047,963,24672,34800,17400,248,0,0,0,81,0,56,22,0,2584.59,0.0868827,0,0,0,721,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
123,4,51,732,0,0,732,995,1030,24678,35400,17700,267,0,0,0,73,0,83,25,0,2578.59,0.0789859,0,0,0,732,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2,50,773,0,0,773,1010,993,24486,36000,18000,267,0,0,0,116,0,68,23,0,2770.59,0.0772866,0,0,0,773,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0
124,3,51,769,0,0,769,942,1012,24576,33200,16600,227,0,0,0,119,0,61,22,0,2690.7,0.0799271,0,0,0,769,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,50,727,0,0,727,1060,959,24668,38800,19400,256,0,0,0,103,0,70,27,0,2598.7,0.0742699,0,0,0,727,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
124,4,51,736,0,0,736,987,1001,24586,37000,18500,234,0,0,0,102,0,77,21,0,2680.7,0.0728416,0,0,0,736,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2,50,757,0,0,757,1005,969,24651,33200,16600,263,0,0,0,86,0,72,30,0,2615.7,0.0769609,0,0,0,757,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,51,777,0,0,777,956,1027,24624,42200,21100,309,0,0,0,99,0,57,34,0,2652.43,0.081045,0,0,0,777,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,50,718,0,0,718,1045,954,24742,29600,14800,227,0,0,0,90,0,77,21,0,2534.43,0.0669767,0,0,0,718,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0
125,4,51,722,0,0,722,984,984,24687,31800,15900,234,0,0,0,92,0,79,27,0,2589.43,0.0724512,0,0,0,722,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2,50,732,0,0,732,985,1000,24600,35600,17800,249,0,0,0,92,0,77,41,0,2676.43,0.078786,0,0,0,732,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0
126,3,51,774,0,0,774,944,1028,24750,34800,17400,256,0,0,0,103,0,75,30,0,2535.82,0.0628538,0,0,0,774,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,50,722,0,0,722,1035,962,24589,36200,18100,248,0,0,0,95,0,70,22,0,2696.82,0.0856227,0,0,0,722,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
126,4,51,720,0,0,720,1002,994,24599,37400,18700,256,0,0,0,101,0,74,28,0,2686.82,0.0814287,0,0,0,720,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2,50,713,0,0,713,989,983,24714,37800,18900,260,0,0,0,87,0,75,32,0,2571.82,0.0751807,0,0,0,713,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0
127,3,51,776,0,0,776,936,1058,24586,32800,16400,240,0,0,0,99,0,71,26,0,2708.87,0.0728683,0,0,0,776,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,50,731,0,8,723,1014,968,24680,32800,16400,246,0,0,0,98,0,70,20,0,2614.87,0.0744977,0,0,0,723,8,0,0,246,0,0,13,0,35,0,0,0,0,0,0,0,0
127,4,51,728,0,0,728,1004,968,24736,32600,16300,245,0,0,0,93,0,61,23,0,2558.87,0.0718401,0,0,0,728,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2,50,734,0,0,734,986,1009,24741,34200,17100,235,0,0,0,109,0,60,28,0,2553.87,0.0680375,0,0,0,734,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
128,3,51,799,0,0,799,933,1020,24657,41400,20700,282,0,0,0,111,0,62,26,0,2646.59,0.0825874,0,0,0,799,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,50,728,0,36,692,1019,991,24595,32000,16000,241,0,0,0,86,0,79,10,0,2708.59,0.0797216,0,0,0,692,36,0,0,241,0,0,45,0,126,0,0,0,0,0,0,0,0
128,4,51,728,0,0,728,999,1018,24737,33000,16500,235,0,0,0,99,0,79,20,0,2566.59,0.0784929,0,0,0,728,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2,50,722,0,0,722,962,1075,24546,32600,16300,248,0,0,0,102,0,85,29,0,2757.59,0.0746745,0,0,0,722,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3,51,829,0,0,829,938,1017,24585,37600,18800,274,0,0,0,119,0,69,20,0,2727,0.0639273,0,0,0,829,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,50,758,0,61,697,999,1012,24628,35000,17500,237,0,0,0,105,0,59,16,0,2684,0.0846434,0,0,0,697,61,0,0,237,0,0,78,0,199,0,0,0,0,0,0,0,0
129,4,51,728,0,0,728,1000,1013,24696,37400,18700,260,0,0,0,87,0,62,26,0,2616,0.0777754,0,0,0,728,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2,50,710,0,0,710,977,1063,24687,35400,17700,248,0,0,0,99,0,82,28,0,2625,0.0845886,0,0,0,710,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3,51,820,0,0,820,968,1006,24617,35000,17500,274,0,0,0,92,0,78,23,0,2703.1,0.0725265,0,0,0,820,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,50,749,0,83,666,995,1028,24803,34760,17380,258,0,0,0,91,0,74,26,0,2517.1,0.0766857,0,0,0,666,83,0,0,252,6,0,102,0,273,0,0,0,0,0,0,0,0
130,4,51,743,0,0,743,989,1016,24579,32000,16000,230,0,0,0,101,0,65,21,0,2741.1,0.0699465,0,0,0,743,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2,50,723,0,0,723,976,999,24782,31800,15900,238,0,0,0,103,0,65,25,0,2538.1,0.0741525,0,0,0,723,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3,51,823,0,0,823,961,1032,24691,42400,21200,282,0,0,0,106,0,73,32,0,2636.92,0.0772315,0,0,0,823,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,50,748,0,113,635,1009,988,24695,35200,17600,253,0,0,0,97,0,71,27,0,2632.92,0.0724138,0,0,0,635,113,0,0,229,24,0,141,0,348,0,0,0,0,0,0,0,0
131,4,51,747,0,0,747,978,1016,24650,35400,17700,259,0,0,0,89,0,61,25,0,2677.92,0.0856595,0,0,0,747,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2,50,732,0,0,732,974,1001,24737,32400,16200,245,0,0,0,113,0,74,27,0,2590.92,0.0798146,0,0,0,732,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3,51,804,0,0,804,942,1042,24590,39400,19700,275,0,0,0,92,0,79,31,0,2745.45,0.0621914,0,0,0,804,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,50,759,0,133,626,1033,982,24737,34600,17300,243,0,0,0,104,0,73,20,0,2598.45,0.0747987,0,0,0,626,133,0,0,227,16,0,172,0,447,0,0,0,0,0,0,0,0
132,4,51,761,0,0,761,1004,981,24702,37200,18600,254,0,0,0,116,0,72,31,0,2633.45,0.0756473,0,0,0,761,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2,50,740,0,0,740,983,964,24792,34600,17300,257,0,0,0,103,0,70,25,0,2543.45,0.0799665,0,0,0,740,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0
133,3,52,810,0,0,810,960,1056,24760,39000,19500,274,0,0,0,95,0,73,16,0,2582.71,0.0696814,0,0,0,810,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0
